"ServiceName","DisplayName","StartName","StartMode","State","PathName","ExePathRaw","ArgsRaw","ParseMethod","Confidence","IsQuoted","IsMalformed","HasSpaces","FindingCount","FindingsSummary","FindingsJson","RiskScore","RiskLevel"
"AJRouter","AllJoyn Router Service","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"ALG","Application Layer Gateway Service","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\System32\alg.exe","C:\Windows\System32\alg.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AppIDSvc","Application Identity","NT Authority\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Appinfo","Application Information","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AppMgmt","Application Management","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AppReadiness","App Readiness","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k AppReadiness -p","C:\Windows\System32\svchost.exe","-k AppReadiness -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AppXSvc","AppX Deployment Service (AppXSVC)","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k wsappx -p","C:\Windows\system32\svchost.exe","-k wsappx -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AssignedAccessManagerSvc","AssignedAccessManager Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k AssignedAccessManagerSvc","C:\Windows\system32\svchost.exe","-k AssignedAccessManagerSvc","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AudioEndpointBuilder","Windows Audio Endpoint Builder","LocalSystem","Auto","Running","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Audiosrv","Windows Audio","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"autotimesvc","Cellular Time","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k autoTimeSvc","C:\Windows\system32\svchost.exe","-k autoTimeSvc","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AxInstSV","ActiveX Installer (AxInstSV)","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k AxInstSVGroup","C:\Windows\system32\svchost.exe","-k AxInstSVGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BDESVC","BitLocker Drive Encryption Service","localSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BFE","Base Filtering Engine","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","C:\Windows\system32\svchost.exe","-k LocalServiceNoNetworkFirewall -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BITS","Background Intelligent Transfer Service","LocalSystem","Auto","Running","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BrokerInfrastructure","Background Tasks Infrastructure Service","LocalSystem","Auto","Running","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\system32\svchost.exe","-k DcomLaunch -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BTAGService","Bluetooth Audio Gateway Service","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted","C:\Windows\system32\svchost.exe","-k LocalServiceNetworkRestricted","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BthAvctpSvc","AVCTP service","NT AUTHORITY\LocalService","Manual","Running","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"bthserv","Bluetooth Support Service","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"camsvc","Capability Access Manager Service","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k appmodel -p","C:\Windows\system32\svchost.exe","-k appmodel -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CDPSvc","Connected Devices Platform Service","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CertPropSvc","Certificate Propagation","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs","C:\Windows\system32\svchost.exe","-k netsvcs","UnquotedExt","High","False","False","False","0","","[]","0","None"
"ClipSVC","Client License Service (ClipSVC)","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k wsappx -p","C:\Windows\System32\svchost.exe","-k wsappx -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"cloudidsvc","Microsoft Cloud Identity Service","NT AUTHORITY\NetworkService","Manual","Stopped","C:\Windows\system32\svchost.exe -k CloudIdServiceGroup -p","C:\Windows\system32\svchost.exe","-k CloudIdServiceGroup -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"COMSysApp","COM+ System Application","LocalSystem","Manual","Stopped","C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","C:\Windows\system32\dllhost.exe","/Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CoreMessagingRegistrar","CoreMessaging","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","C:\Windows\system32\svchost.exe","-k LocalServiceNoNetwork -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CryptSvc","Cryptographic Services","NT Authority\NetworkService","Auto","Running","C:\Windows\system32\svchost.exe -k NetworkService -p","C:\Windows\system32\svchost.exe","-k NetworkService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CscService","Offline Files","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DcomLaunch","DCOM Server Process Launcher","LocalSystem","Auto","Running","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\system32\svchost.exe","-k DcomLaunch -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"dcsvc","dcsvc","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"defragsvc","Optimize drives","localSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k defragsvc","C:\Windows\system32\svchost.exe","-k defragsvc","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DeviceAssociationService","Device Association Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DeviceInstall","Device Install Service","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\system32\svchost.exe","-k DcomLaunch -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DevQueryBroker","DevQuery Background Discovery Broker","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Dhcp","DHCP Client","NT Authority\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"diagnosticshub.standardcollector.service","Microsoft (R) Diagnostics Hub Standard Collector Service","LocalSystem","Manual","Stopped","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe","C:\Windows\system32\DiagSvcs\DiagnosticsHub.StandardCollector.Service.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"diagsvc","Diagnostic Execution Service","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k diagnostics","C:\Windows\System32\svchost.exe","-k diagnostics","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DiagTrack","Connected User Experiences and Telemetry","LocalSystem","Auto","Running","C:\Windows\System32\svchost.exe -k utcsvc -p","C:\Windows\System32\svchost.exe","-k utcsvc -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DispBrokerDesktopSvc","Display Policy Service","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DisplayEnhancementService","Display Enhancement Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DmEnrollmentSvc","Device Management Enrollment Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"dmwappushservice","Device Management Wireless Application Protocol (WAP) Push message Routing Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Dnscache","DNS Client","NT AUTHORITY\NetworkService","Auto","Running","C:\Windows\system32\svchost.exe -k NetworkService -p","C:\Windows\system32\svchost.exe","-k NetworkService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DoSvc","Delivery Optimization","NT Authority\NetworkService","Auto","Running","C:\Windows\System32\svchost.exe -k NetworkService -p","C:\Windows\System32\svchost.exe","-k NetworkService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"dot3svc","Wired AutoConfig","localSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DPS","Diagnostic Policy Service","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","C:\Windows\System32\svchost.exe","-k LocalServiceNoNetwork -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DsmSvc","Device Setup Manager","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DsSvc","Data Sharing Service","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DusmSvc","Data Usage","NT Authority\LocalService","Auto","Running","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Eaphost","Extensible Authentication Protocol","localSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"edgeupdate","Microsoft Edge Update Service (edgeupdate)","LocalSystem","Auto","Stopped","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","/svc","Quoted","High","True","False","True","0","","[]","0","None"
"edgeupdatem","Microsoft Edge Update Service (edgeupdatem)","LocalSystem","Manual","Stopped","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","/medsvc","Quoted","High","True","False","True","0","","[]","0","None"
"EFS","Encrypting File System (EFS)","LocalSystem","Manual","Stopped","C:\Windows\System32\lsass.exe","C:\Windows\System32\lsass.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"embeddedmode","Embedded Mode","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"EntAppSvc","Enterprise App Management Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k appmodel -p","C:\Windows\system32\svchost.exe","-k appmodel -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"EventLog","Windows Event Log","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"EventSystem","COM+ Event System","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"Fax","Fax","NT AUTHORITY\NetworkService","Manual","Stopped","C:\Windows\system32\fxssvc.exe","C:\Windows\system32\fxssvc.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"fdPHost","Function Discovery Provider Host","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"FDResPub","Function Discovery Resource Publication","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","C:\Windows\system32\svchost.exe","-k LocalServiceAndNoImpersonation -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"fhsvc","File History Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"FontCache","Windows Font Cache Service","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"FrameServer","Windows Camera Frame Server","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k Camera","C:\Windows\System32\svchost.exe","-k Camera","UnquotedExt","High","False","False","False","0","","[]","0","None"
"GameInputSvc","GameInput Service","LocalSystem","Manual","Stopped","C:\Windows\System32\GameInputSvc.exe","C:\Windows\System32\GameInputSvc.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"gpsvc","Group Policy Client","LocalSystem","Auto","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"GraphicsPerfSvc","GraphicsPerfSvc","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k GraphicsPerfSvcGroup","C:\Windows\System32\svchost.exe","-k GraphicsPerfSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"hidserv","Human Interface Device Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"HvHost","HV Host Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"icssvc","Windows Mobile Hotspot Service","NT Authority\LocalService","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"IKEEXT","IKE and AuthIP IPsec Keying Modules","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"InstallService","Microsoft Store Install Service","LocalSystem","Manual","Running","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"iphlpsvc","IP Helper","LocalSystem","Auto","Running","C:\Windows\System32\svchost.exe -k NetSvcs -p","C:\Windows\System32\svchost.exe","-k NetSvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"IpxlatCfgSvc","IP Translation Configuration Service","LocalSystem","Manual","Stopped","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"KeyIso","CNG Key Isolation","LocalSystem","Manual","Running","C:\Windows\system32\lsass.exe","C:\Windows\system32\lsass.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"KtmRm","KtmRm for Distributed Transaction Coordinator","NT AUTHORITY\NetworkService","Manual","Stopped","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","C:\Windows\System32\svchost.exe","-k NetworkServiceAndNoImpersonation -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"LanmanServer","Server","LocalSystem","Auto","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"LanmanWorkstation","Workstation","NT AUTHORITY\NetworkService","Auto","Running","C:\Windows\System32\svchost.exe -k NetworkService -p","C:\Windows\System32\svchost.exe","-k NetworkService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"lfsvc","Geolocation Service","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"LicenseManager","Windows License Manager Service","NT Authority\LocalService","Manual","Running","C:\Windows\System32\svchost.exe -k LocalService -p","C:\Windows\System32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"lltdsvc","Link-Layer Topology Discovery Mapper","NT AUTHORITY\LocalService","Manual","Stopped","C:\Windows\System32\svchost.exe -k LocalService -p","C:\Windows\System32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"lmhosts","TCP/IP NetBIOS Helper","NT AUTHORITY\LocalService","Manual","Running","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
